german,path,rn,generation,color,english,ep_to_100,gender,size,types,weight,attack,speed,hp,attack_special,defense_special,defense
Laschoking,https://www.pokewiki.de/Laschoking,199,2. Generation‍,Rosa,Slowking,1.000.000,50% ♂ 50% ♀,"2,0 m",Wasser Psycho,"79,5 kg",75,30,95,100,110,80
Traunfugil,https://www.pokewiki.de/Traunfugil,200,2. Generation‍,Grau,Misdreavus,800.000,50% ♂ 50% ♀,"0,7 m",Geist,"1,0 kg",60,85,60,85,85,60
Icognito,https://www.pokewiki.de/Icognito,201,2. Generation‍,Schwarz,Unown,1.000.000,—,"0,5 m",Psycho,"5,0 kg",72,48,48,72,48,48
Woingenau,https://www.pokewiki.de/Woingenau,202,2. Generation‍,Blau,Wobbuffet,1.000.000,50% ♂ 50% ♀,"1,3 m",Psycho,"28,5 kg",33,33,190,33,58,58
Girafarig,https://www.pokewiki.de/Girafarig,203,2. Generation‍,Gelb,Girafarig,1.000.000,50% ♂ 50% ♀,"1,5 m",Normal Psycho,"41,5 kg",80,85,70,90,65,65
Tannza,https://www.pokewiki.de/Tannza,204,2. Generation‍,Grau,Pineco,1.000.000,50% ♂ 50% ♀,"0,6 m",Käfer,"7,2 kg",65,15,50,35,35,90
Forstellka,https://www.pokewiki.de/Forstellka,205,2. Generation‍,Violett,Forretress,1.000.000,50% ♂ 50% ♀,"1,2 m",Käfer Stahl,"125,8 kg",90,40,75,60,60,140
Dummisel,https://www.pokewiki.de/Dummisel,206,2. Generation‍,Gelb,Dunsparce,1.000.000,50% ♂ 50% ♀,"1,5 m",Normal,"14,0 kg",70,45,100,65,65,70
Skorgla,https://www.pokewiki.de/Skorgla,207,2. Generation‍,Violett,Gligar,1.059.860,50% ♂ 50% ♀,"1,1 m",Boden Flug,"64,8 kg",75,85,65,35,65,105
Stahlos,https://www.pokewiki.de/Stahlos,208,2. Generation‍,Grau,Steelix,1.000.000,50% ♂ 50% ♀,"9,2 m10,5 m (Mega)",Stahl Boden,"400,0 kg740,0 kg (Mega)",85,30,75,55,65,200
Snubbull,https://www.pokewiki.de/Snubbull,209,2. Generation‍,Rosa,Snubbull,800.000,25% ♂ 75% ♀,"0,6 m",Fee,"7,8 kg",80,30,60,40,40,50
Granbull,https://www.pokewiki.de/Granbull,210,2. Generation‍,Violett,Granbull,800.000,25% ♂ 75% ♀,"1,4 m",Fee,"48,7 kg",120,45,90,60,60,75
Baldorfish,https://www.pokewiki.de/Baldorfish,211,2. Generation‍,Grau,Qwilfish,1.000.000,50% ♂ 50% ♀,"0,5 m",Wasser Gift,"3,9 kg",95,85,65,55,55,85
Scherox,https://www.pokewiki.de/Scherox,212,2. Generation‍,Rot,Scizor,1.000.000,50% ♂ 50% ♀,"1,8 m 2,0 m (Mega)",Käfer Stahl,"118,0 kg 125,0 kg (Mega)",130,65,70,55,80,100
Pottrott,https://www.pokewiki.de/Pottrott,213,2. Generation‍,Gelb,Shuckle,1.059.860,50% ♂ 50% ♀,"0,6 m",Käfer Gestein,"20,5 kg",10,5,20,10,230,230
Skaraborn,https://www.pokewiki.de/Skaraborn,214,2. Generation‍,Blau,Heracross,1.250.000,50% ♂ 50% ♀,"1,5 m 1,7 m (Mega)",Käfer Kampf,"54,0 kg 62,5 kg (Mega)",125,85,80,40,95,75
Sniebel,https://www.pokewiki.de/Sniebel,215,2. Generation‍,Schwarz,Sneasel,1.059.860,50% ♂ 50% ♀,"0,9 m",Unlicht Eis,"28,0 kg",95,115,55,35,75,55
Teddiursa,https://www.pokewiki.de/Teddiursa,216,2. Generation‍,Braun,Teddiursa,1.000.000,50% ♂ 50% ♀,"0,6 m",Normal,"8,8 kg",80,40,60,50,50,50
Ursaring,https://www.pokewiki.de/Ursaring,217,2. Generation‍,Braun,Ursaring,1.000.000,50% ♂ 50% ♀,"1,8 m",Normal,"125,8 kg",130,55,90,75,75,75
Schneckmag,https://www.pokewiki.de/Schneckmag,218,2. Generation‍,Rot,Slugma,1.000.000,50% ♂ 50% ♀,"0,7 m",Feuer,"35,0 kg",40,20,40,70,40,40
Magcargo,https://www.pokewiki.de/Magcargo,219,2. Generation‍,Rot,Magcargo,1.000.000,50% ♂ 50% ♀,"0,8 m",Feuer Gestein,"55,0 kg",50,30,60,90,80,120
Quiekel,https://www.pokewiki.de/Quiekel,220,2. Generation‍,Braun,Swinub,1.250.000,50% ♂ 50% ♀,"0,4 m",Eis Boden,"6,5 kg",50,50,50,30,30,40
Keifel,https://www.pokewiki.de/Keifel,221,2. Generation‍,Braun,Piloswine,1.250.000,50% ♂ 50% ♀,"1,1 m",Eis Boden,"55,8 kg",100,50,100,60,60,80
Corasonn,https://www.pokewiki.de/Corasonn,222,2. Generation‍,Rosa,Corsola,800.000,25% ♂ 75% ♀,"0,6 m",Wasser Gestein,"5,0 kg",55,35,65,65,95,95
Remoraid,https://www.pokewiki.de/Remoraid,223,2. Generation‍,Grau,Remoraid,1.000.000,50% ♂ 50% ♀,"0,6 m",Wasser,"12,0 kg",65,65,35,65,35,35
Octillery,https://www.pokewiki.de/Octillery,224,2. Generation‍,Rot,Octillery,1.000.000,50% ♂ 50% ♀,"0,9 m",Wasser,"28,5 kg",105,45,75,105,75,75
Botogel,https://www.pokewiki.de/Botogel,225,2. Generation‍,Rot,Delibird,800.000,50% ♂ 50% ♀,"0,9 m",Eis Flug,"16,0 kg",55,75,45,65,45,45
Mantax,https://www.pokewiki.de/Mantax,226,2. Generation‍,Violett,Mantine,1.250.000,50% ♂ 50% ♀,"2,1 m",Wasser Flug,"220,0 kg",40,70,85,80,140,70
Panzaeron,https://www.pokewiki.de/Panzaeron,227,2. Generation‍,Grau,Skarmory,1.250.000,50% ♂ 50% ♀,"1,7 m",Stahl Flug,"50,5 kg",80,70,65,40,70,140
Hunduster,https://www.pokewiki.de/Hunduster,228,2. Generation‍,Schwarz,Houndour,1.250.000,50% ♂ 50% ♀,"0,6 m",Unlicht Feuer,"10,8 kg",60,65,45,80,50,30
Hundemon,https://www.pokewiki.de/Hundemon,229,2. Generation‍,Schwarz,Houndoom,1.250.000,50% ♂ 50% ♀,"1,4 m 1,9 m (Mega)",Unlicht Feuer,"35,0 kg 49,5 kg (Mega)",90,95,75,110,80,50
Seedraking,https://www.pokewiki.de/Seedraking,230,2. Generation‍,Blau,Kingdra,1.000.000,50% ♂ 50% ♀,"1,8 m",Wasser Drache,"152,0 kg",95,85,75,95,95,95
Phanpy,https://www.pokewiki.de/Phanpy,231,2. Generation‍,Blau,Phanpy,1.000.000,50% ♂ 50% ♀,"0,5 m",Boden,"33,5 kg",60,40,90,40,40,60
Donphan,https://www.pokewiki.de/Donphan,232,2. Generation‍,Grau,Donphan,1.000.000,50% ♂ 50% ♀,"1,1 m",Boden,"120,0 kg",120,50,90,60,60,120
Porygon2,https://www.pokewiki.de/Porygon2,233,2. Generation‍,Rot,Porygon2,1.000.000,—,"0,6 m",Normal,"32,5 kg",80,60,85,105,95,90
Damhirplex,https://www.pokewiki.de/Damhirplex,234,2. Generation‍,Braun,Stantler,1.250.000,50% ♂ 50% ♀,"1,4 m",Normal,"71,2 kg",95,85,73,85,65,62
Farbeagle,https://www.pokewiki.de/Farbeagle,235,2. Generation‍,Weiß,Smeargle,800.000,50% ♂ 50% ♀,"1,2 m",Normal,"58,0 kg",20,75,55,20,45,35
Rabauz,https://www.pokewiki.de/Rabauz,236,2. Generation‍,Violett,Tyrogue,1.000.000,100% ♂,"0,7 m",Kampf,"21,0 kg",35,35,35,35,35,35
Kapoera,https://www.pokewiki.de/Kapoera,237,2. Generation‍,Braun,Hitmontop,1.000.000,100% ♂,"1,4 m",Kampf,"48,0 kg",95,70,50,35,110,95
Kussilla,https://www.pokewiki.de/Kussilla,238,2. Generation‍,Rosa,Smoochum,1.000.000,100% ♀,"0,4 m",Eis Psycho,"6,0 kg",30,65,45,85,65,15
Elekid,https://www.pokewiki.de/Elekid,239,2. Generation‍,Gelb,Elekid,1.000.000,75% ♂ 25% ♀,"0,6 m",Elektro,"23,5 kg",63,95,45,65,55,37
Magby,https://www.pokewiki.de/Magby,240,2. Generation‍,Rot,Magby,1.000.000,75% ♂ 25% ♀,"0,7 m",Feuer,"21,4 kg",75,83,45,70,55,37
Miltank,https://www.pokewiki.de/Miltank,241,2. Generation‍,Rosa,Miltank,1.250.000,100% ♀,"1,2 m",Normal,"75,5 kg",80,100,95,40,70,105
Heiteira,https://www.pokewiki.de/Heiteira,242,2. Generation‍,Rosa,Blissey,800.000,100% ♀,"1,5 m",Normal,"46,8 kg",10,55,255,75,135,10
Raikou,https://www.pokewiki.de/Raikou,243,2. Generation‍,Gelb,Raikou,1.250.000,—,"1,9 m",Elektro,"178,0 kg",85,115,90,115,100,75
Entei,https://www.pokewiki.de/Entei,244,2. Generation‍,Braun,Entei,1.250.000,—,"2,1 m",Feuer,"198,0 kg",115,100,115,90,75,85
Suicune,https://www.pokewiki.de/Suicune,245,2. Generation‍,Blau,Suicune,1.250.000,—,"2,0 m",Wasser,"187,0 kg",75,85,100,90,115,115
Larvitar,https://www.pokewiki.de/Larvitar,246,2. Generation‍,Grün,Larvitar,1.250.000,50% ♂ 50% ♀,"0,6 m",Gestein Boden,"72,0 kg",64,41,50,45,50,50
Pupitar,https://www.pokewiki.de/Pupitar,247,2. Generation‍,Grau,Pupitar,1.250.000,50% ♂ 50% ♀,"1,2 m",Gestein Boden,"152,0 kg",84,51,70,65,70,70
Despotar,https://www.pokewiki.de/Despotar,248,2. Generation‍,Grün,Tyranitar,1.250.000,50% ♂ 50% ♀,"2,0 m 2,5 m (Mega)",Gestein Unlicht,"202,0 kg 255,0 kg (Mega)",134,61,100,95,100,110
Lugia,https://www.pokewiki.de/Lugia,249,2. Generation‍,Weiß,Lugia,1.250.000,—,"5,2 m",Psycho Flug,"216,0 kg",90,110,106,90,154,130
Ho-Oh,https://www.pokewiki.de/Ho-Oh,250,2. Generation‍,Rot,Ho-Oh,1.250.000,—,"3,8 m",Feuer Flug,"199,0 kg",130,90,106,110,154,90
Celebi,https://www.pokewiki.de/Celebi,251,2. Generation‍,Grün,Celebi,1.059.860,—,"0,6 m",Psycho Pflanze,"5,0 kg",100,100,100,100,100,100
