german,path,rn,generation,color,english,ep_to_100,gender,size,types,weight,attack,speed,hp,attack_special,defense_special,defense
Muntier,https://www.pokewiki.de/Muntier,288,3. Generation‍,Weiß,Vigoroth,1.250.000,50% ♂ 50% ♀,"1,4 m",Normal,"46,5 kg",80,90,80,55,55,80
Letarking,https://www.pokewiki.de/Letarking,289,3. Generation‍,Braun,Slaking,1.250.000,50% ♂ 50% ♀,"2,0 m",Normal,"130,5 kg",160,100,150,95,65,100
Nincada,https://www.pokewiki.de/Nincada,290,3. Generation‍,Grau,Nincada,600.000,50% ♂ 50% ♀,"0,5 m",Käfer Boden,"5,5 kg",45,40,31,30,30,90
Ninjask,https://www.pokewiki.de/Ninjask,291,3. Generation‍,Gelb,Ninjask,600.000,50% ♂ 50% ♀,"0,8 m",Käfer Flug,"12,0 kg",90,160,61,50,50,45
Ninjatom,https://www.pokewiki.de/Ninjatom,292,3. Generation‍,Braun,Shedinja,600.000,—,"0,8 m",Käfer Geist,"1,2 kg",90,40,1,30,30,45
Flurmel,https://www.pokewiki.de/Flurmel,293,3. Generation‍,Rosa,Whismur,1.059.860,50% ♂ 50% ♀,"0,6 m",Normal,"16,3 kg",51,28,64,51,23,23
Krakeelo,https://www.pokewiki.de/Krakeelo,294,3. Generation‍,Blau,Loudred,1.059.860,50% ♂ 50% ♀,"1,0 m",Normal,"40,5 kg",71,48,84,71,43,43
Krawumms,https://www.pokewiki.de/Krawumms,295,3. Generation‍,Blau,Exploud,1.059.860,50% ♂ 50% ♀,"1,5 m",Normal,"84,0 kg",91,68,104,91,73,63
Makuhita,https://www.pokewiki.de/Makuhita,296,3. Generation‍,Gelb,Makuhita,1.640.000,75% ♂ 25% ♀,"1,0 m",Kampf,"86,4 kg",60,25,72,20,30,30
Hariyama,https://www.pokewiki.de/Hariyama,297,3. Generation‍,Braun,Hariyama,1.640.000,75% ♂ 25% ♀,"2,3 m",Kampf,"253,8 kg",120,50,144,40,60,60
Azurill,https://www.pokewiki.de/Azurill,298,3. Generation‍,Blau,Azurill,800.000,25% ♂ 75% ♀,"0,2 m",Normal Fee,"2,0 kg",20,20,50,20,40,40
Nasgnet,https://www.pokewiki.de/Nasgnet,299,3. Generation‍,Grau,Nosepass,1.000.000,50% ♂ 50% ♀,"1,0 m",Gestein,"97,0 kg",45,30,30,45,90,135
Eneco,https://www.pokewiki.de/Eneco,300,3. Generation‍,Rosa,Skitty,800.000,25% ♂ 75% ♀,"0,6 m",Normal,"11,0 kg",45,50,50,35,35,45
Enekoro,https://www.pokewiki.de/Enekoro,301,3. Generation‍,Violett,Delcatty,800.000,25% ♂ 75% ♀,"1,1 m",Normal,"32,6 kg",65,90,70,55,55,65
Zobiris,https://www.pokewiki.de/Zobiris,302,3. Generation‍,Violett,Sableye,1.059.860,50% ♂ 50% ♀,"0,5 m",Unlicht Geist,"11,0 kg161,0 kg (Mega)",75,50,50,65,65,75
Flunkifer,https://www.pokewiki.de/Flunkifer,303,3. Generation‍,Schwarz,Mawile,800.000,50% ♂ 50% ♀,"0,6 m 1,0 m (Mega)",Stahl Fee,"11,5 kg 23,5 kg (Mega)",85,50,50,55,55,85
Stollunior,https://www.pokewiki.de/Stollunior,304,3. Generation‍,Grau,Aron,1.250.000,50% ♂ 50% ♀,"0,4 m",Stahl Gestein,"60,0 kg",70,30,50,40,40,100
Stollrak,https://www.pokewiki.de/Stollrak,305,3. Generation‍,Grau,Lairon,1.250.000,50% ♂ 50% ♀,"0,9 m",Stahl Gestein,"120,0 kg",90,40,60,50,50,140
Stolloss,https://www.pokewiki.de/Stolloss,306,3. Generation‍,Grau,Aggron,1.250.000,50% ♂ 50% ♀,"2,1 m 2,2 m (Mega)",Stahl Gestein  Stahl (Mega),"360,0 kg 395,0 kg (Mega)",110,50,70,60,60,180
Meditie,https://www.pokewiki.de/Meditie,307,3. Generation‍,Blau,Meditite,1.000.000,50% ♂ 50% ♀,"0,6 m",Kampf Psycho,"11,2 kg",40,60,30,40,55,55
Meditalis,https://www.pokewiki.de/Meditalis,308,3. Generation‍,Rot,Medicham,1.000.000,50% ♂ 50% ♀,"1,3 m",Kampf Psycho,"31,5 kg",60,80,60,60,75,75
Frizelbliz,https://www.pokewiki.de/Frizelbliz,309,3. Generation‍,Grün,Electrike,1.250.000,50% ♂ 50% ♀,"0,6 m",Elektro,"15,2 kg",45,65,40,65,40,40
Voltenso,https://www.pokewiki.de/Voltenso,310,3. Generation‍,Gelb,Manectric,1.250.000,50% ♂ 50% ♀,"1,5 m 1,8 m (Mega)",Elektro,"40,2 kg 44,0 kg (Mega)",75,105,70,105,60,60
Plusle,https://www.pokewiki.de/Plusle,311,3. Generation‍,Gelb,Plusle,1.000.000,50% ♂ 50% ♀,"0,4 m",Elektro,"4,2 kg",50,95,60,85,75,40
Minun,https://www.pokewiki.de/Minun,312,3. Generation‍,Gelb,Minun,1.000.000,50% ♂ 50% ♀,"0,4 m",Elektro,"4,2 kg",40,95,60,75,85,50
Volbeat,https://www.pokewiki.de/Volbeat,313,3. Generation‍,Grau,Volbeat,600.000,100% ♂,"0,7 m",Käfer,"17,7 kg",73,85,65,47,85,75
Illumise,https://www.pokewiki.de/Illumise,314,3. Generation‍,Violett,Illumise,1.640.000,100% ♀,"0,6 m",Käfer,"17,7 kg",47,85,65,73,85,75
Roselia,https://www.pokewiki.de/Roselia,315,3. Generation‍,Grün,Roselia,1.059.860,50% ♂ 50% ♀,"0,3 m",Pflanze Gift,"2,0 kg",60,65,50,100,80,45
Schluppuck,https://www.pokewiki.de/Schluppuck,316,3. Generation‍,Grün,Gulpin,1.640.000,50% ♂ 50% ♀,"0,4 m",Gift,"10,3 kg",43,40,70,43,53,53
Schlukwech,https://www.pokewiki.de/Schlukwech,317,3. Generation‍,Violett,Swalot,1.640.000,50% ♂ 50% ♀,"1,7 m",Gift,"80,0 kg",73,55,100,73,83,83
Kanivanha,https://www.pokewiki.de/Kanivanha,318,3. Generation‍,Rot,Carvanha,1.250.000,50% ♂ 50% ♀,"0,8 m",Wasser Unlicht,"20,8 kg",90,65,45,65,20,20
Tohaido,https://www.pokewiki.de/Tohaido,319,3. Generation‍,Blau,Sharpedo,1.250.000,50% ♂ 50% ♀,"1,8 m2,5 m (Mega)",Wasser Unlicht,"88,8 kg130,3 kg (Mega)",120,95,70,95,40,40
Wailmer,https://www.pokewiki.de/Wailmer,320,3. Generation‍,Blau,Wailmer,1.640.000,50% ♂ 50% ♀,"2,0 m",Wasser,"130,0 kg",70,60,130,70,35,35
Wailord,https://www.pokewiki.de/Wailord,321,3. Generation‍,Blau,Wailord,1.640.000,50% ♂ 50% ♀,"14,5 m",Wasser,"398,0 kg",90,60,170,90,45,45
Camaub,https://www.pokewiki.de/Camaub,322,3. Generation‍,Gelb,Numel,1.000.000,50% ♂ 50% ♀,"0,7 m",Feuer Boden,"24,0 kg",60,35,60,65,45,40
Camerupt,https://www.pokewiki.de/Camerupt,323,3. Generation‍,Rot,Camerupt,1.000.000,50% ♂ 50% ♀,"1,9 m2,5 m (Mega)",Feuer Boden,"220,0 kg320,5 kg (Mega)",100,40,70,105,75,70
Qurtel,https://www.pokewiki.de/Qurtel,324,3. Generation‍,Braun,Torkoal,1.000.000,50% ♂ 50% ♀,"0,5 m",Feuer,"80,4 kg",85,20,70,85,70,140
Spoink,https://www.pokewiki.de/Spoink,325,3. Generation‍,Schwarz,Spoink,800.000,50% ♂ 50% ♀,"0,7 m",Psycho,"30,6 kg",25,60,60,70,80,35
Groink,https://www.pokewiki.de/Groink,326,3. Generation‍,Violett,Grumpig,800.000,50% ♂ 50% ♀,"0,9 m",Psycho,"71,5 kg",45,80,80,90,110,65
Pandir,https://www.pokewiki.de/Pandir,327,3. Generation‍,Braun,Spinda,800.000,50% ♂ 50% ♀,"1,1 m",Normal,"5,0 kg",60,60,60,60,60,60
Knacklion,https://www.pokewiki.de/Knacklion,328,3. Generation‍,Braun,Trapinch,1.059.860,50% ♂ 50% ♀,"0,7 m",Boden,"15,0 kg",100,10,45,45,45,45
Vibrava,https://www.pokewiki.de/Vibrava,329,3. Generation‍,Grün,Vibrava,1.059.860,50% ♂ 50% ♀,"1,1 m",Boden Drache,"15,3 kg",70,70,50,50,50,50
Libelldra,https://www.pokewiki.de/Libelldra,330,3. Generation‍,Grün,Flygon,1.059.860,50% ♂ 50% ♀,"2,0 m",Boden Drache,"82,0 kg",100,100,80,80,80,80
Tuska,https://www.pokewiki.de/Tuska,331,3. Generation‍,Grün,Cacnea,1.059.860,50% ♂ 50% ♀,"0,4 m",Pflanze,"51,3 kg",85,35,50,85,40,40
Noktuska,https://www.pokewiki.de/Noktuska,332,3. Generation‍,Grün,Cacturne,1.059.860,50% ♂ 50% ♀,"1,3 m",Pflanze Unlicht,"77,4 kg",115,55,70,115,60,60
Wablu,https://www.pokewiki.de/Wablu,333,3. Generation‍,Blau,Swablu,600.000,50% ♂ 50% ♀,"0,4 m",Normal Flug,"1,2 kg",40,50,45,40,75,60
Altaria,https://www.pokewiki.de/Altaria,334,3. Generation‍,Blau,Altaria,600.000,50% ♂ 50% ♀,"1,1 m 1,5 m (Mega)",Drache Flug  Drache Fee (Mega),"20,6 kg",70,80,75,70,105,90
Sengo,https://www.pokewiki.de/Sengo,335,3. Generation‍,Weiß,Zangoose,600.000,50% ♂ 50% ♀,"1,3 m",Normal,"40,3 kg",115,90,73,60,60,60
Vipitis,https://www.pokewiki.de/Vipitis,336,3. Generation‍,Schwarz,Seviper,1.640.000,50% ♂ 50% ♀,"2,7 m",Gift,"52,5 kg",100,65,73,100,60,60
Lunastein,https://www.pokewiki.de/Lunastein,337,3. Generation‍,Gelb,Lunatone,800.000,—,"1,0 m",Gestein Psycho,"168,0 kg",55,70,90,95,85,65
Sonnfel,https://www.pokewiki.de/Sonnfel,338,3. Generation‍,Rot,Solrock,800.000,—,"1,2 m",Gestein Psycho,"154,0 kg",95,70,90,55,65,85
Schmerbe,https://www.pokewiki.de/Schmerbe,339,3. Generation‍,Grau,Barboach,1.000.000,50% ♂ 50% ♀,"0,4 m",Wasser Boden,"1,9 kg",48,60,50,46,41,43
Welsar,https://www.pokewiki.de/Welsar,340,3. Generation‍,Blau,Whiscash,1.000.000,50% ♂ 50% ♀,"0,9 m",Wasser Boden,"23,6 kg",78,60,110,76,71,73
Krebscorps,https://www.pokewiki.de/Krebscorps,341,3. Generation‍,Rot,Corphish,1.640.000,50% ♂ 50% ♀,"0,6 m",Wasser,"11,5 kg",80,35,43,50,35,65
Krebutack,https://www.pokewiki.de/Krebutack,342,3. Generation‍,Rot,Crawdaunt,1.640.000,50% ♂ 50% ♀,"1,1 m",Wasser Unlicht,"32,8 kg",120,55,63,90,55,85
Puppance,https://www.pokewiki.de/Puppance,343,3. Generation‍,Braun,Baltoy,1.000.000,—,"0,5 m",Boden Psycho,"21,5 kg",40,55,40,40,70,55
Lepumentas,https://www.pokewiki.de/Lepumentas,344,3. Generation‍,Schwarz,Claydol,1.000.000,—,"1,5 m",Boden Psycho,"108,0 kg",70,75,60,70,120,105
Liliep,https://www.pokewiki.de/Liliep,345,3. Generation‍,Violett,Lileep,600.000,"87,5% ♂ 12,5% ♀","1,0 m",Gestein Pflanze,"23,8 kg",41,23,66,61,87,77
Wielie,https://www.pokewiki.de/Wielie,346,3. Generation‍,Grün,Cradily,600.000,"87,5% ♂ 12,5% ♀","1,5 m",Gestein Pflanze,"60,4 kg",81,43,86,81,107,97
Anorith,https://www.pokewiki.de/Anorith,347,3. Generation‍,Grau,Anorith,600.000,"87,5% ♂ 12,5% ♀","0,7 m",Gestein Käfer,"12,5 kg",95,75,45,40,50,50
Armaldo,https://www.pokewiki.de/Armaldo,348,3. Generation‍,Grau,Armaldo,600.000,"87,5% ♂ 12,5% ♀","1,5 m",Gestein Käfer,"68,2 kg",125,45,75,70,80,100
Barschwa,https://www.pokewiki.de/Barschwa,349,3. Generation‍,Braun,Feebas,600.000,50% ♂ 50% ♀,"0,6 m",Wasser,"7,4 kg",15,80,20,10,55,20
Milotic,https://www.pokewiki.de/Milotic,350,3. Generation‍,Rosa,Milotic,600.000,50% ♂ 50% ♀,"6,2 m",Wasser,"162,0 kg",60,81,95,100,125,79
Formeo,https://www.pokewiki.de/Formeo,351,3. Generation‍,Weiß,Castform,1.000.000,50% ♂ 50% ♀,"0,3 m",Normal  (Normalform)Wasser (Regenform)Feuer (Sonnenform)Eis (Schneeform),"0,8 kg",70,70,70,70,70,70
Kecleon,https://www.pokewiki.de/Kecleon,352,3. Generation‍,Grün,Kecleon,1.059.860,50% ♂ 50% ♀,"1,0 m",Normal,"22,0 kg",90,40,60,60,120,70
Shuppet,https://www.pokewiki.de/Shuppet,353,3. Generation‍,Schwarz,Shuppet,800.000,50% ♂ 50% ♀,"0,6 m",Geist,"2,3 kg",75,45,44,63,33,35
Banette,https://www.pokewiki.de/Banette,354,3. Generation‍,Schwarz,Banette,800.000,50% ♂ 50% ♀,"1,1 m 1,2 m (Mega)",Geist,"12,5 kg 13,0 kg (Mega)",115,65,64,83,63,65
Zwirrlicht,https://www.pokewiki.de/Zwirrlicht,355,3. Generation‍,Schwarz,Duskull,800.000,50% ♂ 50% ♀,"0,8 m",Geist,"15,0 kg",40,25,20,30,90,90
Zwirrklop,https://www.pokewiki.de/Zwirrklop,356,3. Generation‍,Schwarz,Dusclops,800.000,50% ♂ 50% ♀,"1,6 m",Geist,"30,6 kg",70,25,40,60,130,130
Tropius,https://www.pokewiki.de/Tropius,357,3. Generation‍,Grün,Tropius,1.250.000,50% ♂ 50% ♀,"2,0 m",Pflanze Flug,"100,0 kg",68,51,99,72,87,83
Palimpalim,https://www.pokewiki.de/Palimpalim,358,3. Generation‍,Blau,Chimecho,800.000,50% ♂ 50% ♀,"0,6 m",Psycho,"1,0 kg",50,65,75,95,90,80
Absol,https://www.pokewiki.de/Absol,359,3. Generation‍,Weiß,Absol,1.059.860,50% ♂ 50% ♀,"1,2 m",Unlicht,"47,0 kg49,0 kg (Mega)",130,75,65,75,60,60
Isso,https://www.pokewiki.de/Isso,360,3. Generation‍,Blau,Wynaut,1.000.000,50% ♂ 50% ♀,"0,6 m",Psycho,"14,0 kg",23,23,95,23,48,48
Schneppke,https://www.pokewiki.de/Schneppke,361,3. Generation‍,Grau,Snorunt,1.000.000,50% ♂ 50% ♀,"0,7 m",Eis,"16,8 kg",50,50,50,50,50,50
Firnontor,https://www.pokewiki.de/Firnontor,362,3. Generation‍,Grau,Glalie,1.000.000,50% ♂ 50% ♀,"1,5 m2,1 m (Mega)",Eis,"256,5 kg350,2 kg (Mega)",80,80,80,80,80,80
Seemops,https://www.pokewiki.de/Seemops,363,3. Generation‍,Blau,Spheal,1.059.860,50% ♂ 50% ♀,"0,8 m",Eis Wasser,"39,5 kg",40,25,70,55,50,50
Seejong,https://www.pokewiki.de/Seejong,364,3. Generation‍,Blau,Sealeo,1.059.860,50% ♂ 50% ♀,"1,1 m",Eis Wasser,"87,6 kg",60,45,90,75,70,70
Walraisa,https://www.pokewiki.de/Walraisa,365,3. Generation‍,Blau,Walrein,1.059.860,50% ♂ 50% ♀,"1,4 m",Eis Wasser,"150,6 kg",80,65,110,95,90,90
Perlu,https://www.pokewiki.de/Perlu,366,3. Generation‍,Blau,Clamperl,600.000,50% ♂ 50% ♀,"0,4 m",Wasser,"52,5 kg",64,32,35,74,55,85
Aalabyss,https://www.pokewiki.de/Aalabyss,367,3. Generation‍,Blau,Huntail,600.000,50% ♂ 50% ♀,"1,7 m",Wasser,"27,0 kg",104,52,55,94,75,105
Saganabyss,https://www.pokewiki.de/Saganabyss,368,3. Generation‍,Rosa,Gorebyss,600.000,50% ♂ 50% ♀,"1,8 m",Wasser,"22,6 kg",84,52,55,114,75,105
Relicanth,https://www.pokewiki.de/Relicanth,369,3. Generation‍,Grau,Relicanth,1.250.000,"87,5% ♂ 12,5% ♀","1,0 m",Wasser Gestein,"23,4 kg",90,55,100,45,65,130
Liebiskus,https://www.pokewiki.de/Liebiskus,370,3. Generation‍,Rosa,Luvdisc,800.000,25% ♂ 75% ♀,"0,6 m",Wasser,"8,7 kg",30,97,43,40,65,55
Kindwurm,https://www.pokewiki.de/Kindwurm,371,3. Generation‍,Blau,Bagon,1.250.000,50% ♂ 50% ♀,"0,6 m",Drache,"42,1 kg",75,50,45,40,30,60
Draschel,https://www.pokewiki.de/Draschel,372,3. Generation‍,Weiß,Shelgon,1.250.000,50% ♂ 50% ♀,"1,1 m",Drache,"110,5 kg",95,50,65,60,50,100
Brutalanda,https://www.pokewiki.de/Brutalanda,373,3. Generation‍,Blau,Salamence,1.250.000,50% ♂ 50% ♀,"1,5 m1,8 m (Mega)",Drache Flug,"102,6 kg112,6 kg (Mega)",135,100,95,110,80,80
Tanhel,https://www.pokewiki.de/Tanhel,374,3. Generation‍,Blau,Beldum,1.250.000,—,"0,6 m",Stahl Psycho,"95,2 kg",55,30,40,35,60,80
Metang,https://www.pokewiki.de/Metang,375,3. Generation‍,Blau,Metang,1.250.000,—,"1,2 m",Stahl Psycho,"202,5 kg",75,50,60,55,80,100
Metagross,https://www.pokewiki.de/Metagross,376,3. Generation‍,Blau,Metagross,1.250.000,—,"1,6 m2,5 m (Mega)",Stahl Psycho,"550,0 kg942,9 kg (Mega)",135,70,80,95,90,130
Regirock,https://www.pokewiki.de/Regirock,377,3. Generation‍,Braun,Regirock,1.250.000,—,"1,7 m",Gestein,"230,0 kg",100,50,80,50,100,200
Regice,https://www.pokewiki.de/Regice,378,3. Generation‍,Blau,Regice,1.250.000,—,"1,8 m",Eis,"175,0 kg",50,50,80,100,200,100
Registeel,https://www.pokewiki.de/Registeel,379,3. Generation‍,Grau,Registeel,1.250.000,—,"1,9 m",Stahl,"205,0 kg",75,50,80,75,150,150
Latias,https://www.pokewiki.de/Latias,380,3. Generation‍,Rot,Latias,1.250.000,100% ♀,"1,4 m1,8 m (Mega)",Drache Psycho,"40,0 kg52,0 kg (Mega)",80,110,80,110,130,90
Latios,https://www.pokewiki.de/Latios,381,3. Generation‍,Blau,Latios,1.250.000,100% ♂,"2,0 m2,3 m (Mega)",Drache Psycho,"60,0 kg70,0 kg (Mega)",90,110,80,130,110,80
Kyogre,https://www.pokewiki.de/Kyogre,382,3. Generation‍,Blau,Kyogre,1.250.000,—,"4,5 m9,8 m (Proto)",Wasser,"352,0 kg430,0 kg (Proto)",100,90,100,150,140,90
Groudon,https://www.pokewiki.de/Groudon,383,3. Generation‍,Rot,Groudon,1.250.000,—,"3,5 m5,0 m (Proto)",Boden   Boden Feuer (Proto),"950,0 kg999,7 kg (Proto)",150,90,100,100,90,140
Rayquaza,https://www.pokewiki.de/Rayquaza,384,3. Generation‍,Grün,Rayquaza,1.250.000,—,"7,0 m10,8 m (Mega)",Drache Flug,"206,5 kg392,0 kg (Mega)",150,95,105,150,90,90
Jirachi,https://www.pokewiki.de/Jirachi,385,3. Generation‍,Gelb,Jirachi,1.250.000,—,"0,3 m",Stahl Psycho,"1,1 kg",100,100,100,100,100,100
Deoxys,https://www.pokewiki.de/Deoxys,386,3. Generation‍,Rot,Deoxys,1.250.000,—,"1,7 m",Psycho,"60,8 kg",150,150,50,150,50,50
