german,path,rn,generation,color,english,ep_to_100,gender,size,types,weight,attack,speed,hp,attack_special,defense_special,defense
Piondragi,https://www.pokewiki.de/Piondragi,452,4. Generation‍,Violett,Drapion,1.250.000,50% ♂ 50% ♀,"1,3 m",Gift Unlicht,"61,5 kg",90,95,70,60,75,110
Glibunkel,https://www.pokewiki.de/Glibunkel,453,4. Generation‍,Blau,Croagunk,1.000.000,50% ♂ 50% ♀,"0,7 m",Gift Kampf,"23,0 kg",61,50,48,61,40,40
Toxiquak,https://www.pokewiki.de/Toxiquak,454,4. Generation‍,Blau,Toxicroak,1.000.000,50% ♂ 50% ♀,"1,3 m",Gift Kampf,"44,4 kg",106,85,83,86,65,65
Venuflibis,https://www.pokewiki.de/Venuflibis,455,4. Generation‍,Grün,Carnivine,1.250.000,50% ♂ 50% ♀,"1,4 m",Pflanze,"27,0 kg",100,46,74,90,72,72
Finneon,https://www.pokewiki.de/Finneon,456,4. Generation‍,Blau,Finneon,600.000,50% ♂ 50% ♀,"0,4 m",Wasser,"7,0 kg",49,66,49,49,61,56
Lumineon,https://www.pokewiki.de/Lumineon,457,4. Generation‍,Blau,Lumineon,600.000,50% ♂ 50% ♀,"1,2 m",Wasser,"24,0 kg",69,91,69,69,86,76
Mantirps,https://www.pokewiki.de/Mantirps,458,4. Generation‍,Blau,Mantyke,1.250.000,50% ♂ 50% ♀,"1,0 m",Wasser Flug,"65,0 kg",20,50,45,60,120,50
Shnebedeck,https://www.pokewiki.de/Shnebedeck,459,4. Generation‍,Weiß,Snover,1.250.000,50% ♂ 50% ♀,"1,0 m",Pflanze Eis,"50,5 kg",62,40,60,62,60,50
Rexblisar,https://www.pokewiki.de/Rexblisar,460,4. Generation‍,Weiß,Abomasnow,1.250.000,50% ♂ 50% ♀,"2,2 m 2,7 m (Mega)",Pflanze Eis,"135,5 kg 185,0 kg (Mega)",92,60,90,92,85,75
Snibunna,https://www.pokewiki.de/Snibunna,461,4. Generation‍,Schwarz,Weavile,1.059.860,50% ♂ 50% ♀,"1,1 m",Unlicht Eis,"34,0 kg",120,125,70,45,85,65
Magnezone,https://www.pokewiki.de/Magnezone,462,4. Generation‍,Grau,Magnezone,1.000.000,—,"1,2 m",Elektro Stahl,"180,0 kg",70,60,70,130,90,115
Schlurplek,https://www.pokewiki.de/Schlurplek,463,4. Generation‍,Rosa,Lickilicky,1.000.000,50% ♂ 50% ♀,"1,7 m",Normal,"140,0 kg",85,50,110,80,95,95
Rihornior,https://www.pokewiki.de/Rihornior,464,4. Generation‍,Grau,Rhyperior,1.250.000,50% ♂ 50% ♀,"2,4 m",Boden Gestein,"282,8 kg",140,40,115,55,55,130
Tangoloss,https://www.pokewiki.de/Tangoloss,465,4. Generation‍,Blau,Tangrowth,1.000.000,50% ♂ 50% ♀,"2,0 m",Pflanze,"128,6 kg",100,50,100,110,50,125
Elevoltek,https://www.pokewiki.de/Elevoltek,466,4. Generation‍,Gelb,Electivire,1.000.000,75% ♂ 25% ♀,"1,8 m",Elektro,"138,6 kg",123,95,75,95,85,67
Magbrant,https://www.pokewiki.de/Magbrant,467,4. Generation‍,Rot,Magmortar,1.000.000,75% ♂ 25% ♀,"1,6 m",Feuer,"68,0 kg",95,83,75,125,95,67
Togekiss,https://www.pokewiki.de/Togekiss,468,4. Generation‍,Weiß,Togekiss,800.000,"87,5% ♂ 12,5% ♀","1,5 m",Fee Flug,"38,0 kg",50,80,85,120,115,95
Yanmega,https://www.pokewiki.de/Yanmega,469,4. Generation‍,Grün,Yanmega,1.000.000,50% ♂ 50% ♀,"1,9 m",Käfer Flug,"51,5 kg",76,95,86,116,56,86
Folipurba,https://www.pokewiki.de/Folipurba,470,4. Generation‍,Grün,Leafeon,1.000.000,"87,5% ♂ 12,5% ♀","1,0 m",Pflanze,"25,5 kg",110,95,65,60,65,130
Glaziola,https://www.pokewiki.de/Glaziola,471,4. Generation‍,Blau,Glaceon,1.000.000,"87,5% ♂ 12,5% ♀","0,8 m",Eis,"25,9 kg",60,65,65,130,95,110
Skorgro,https://www.pokewiki.de/Skorgro,472,4. Generation‍,Violett,Gliscor,1.059.860,50% ♂ 50% ♀,"2,0 m",Boden Flug,"42,5 kg",95,95,75,45,75,125
Mamutel,https://www.pokewiki.de/Mamutel,473,4. Generation‍,Braun,Mamoswine,1.250.000,50% ♂ 50% ♀,"2,5 m",Eis Boden,"291,0 kg",130,80,110,70,60,80
Porygon-Z,https://www.pokewiki.de/Porygon-Z,474,4. Generation‍,Rot,Porygon-Z,1.000.000,—,"0,9 m",Normal,"34,0 kg",80,90,85,135,75,70
Galagladi,https://www.pokewiki.de/Galagladi,475,4. Generation‍,Weiß,Gallade,1.250.000,100% ♂,"1,6 m",Psycho Kampf,"52,0 kg 56,4 kg (Mega)",125,80,68,65,115,65
Voluminas,https://www.pokewiki.de/Voluminas,476,4. Generation‍,Grau,Probopass,1.000.000,50% ♂ 50% ♀,"1,4 m",Gestein Stahl,"340,0 kg",55,40,60,75,150,145
Zwirrfinst,https://www.pokewiki.de/Zwirrfinst,477,4. Generation‍,Schwarz,Dusknoir,800.000,50% ♂ 50% ♀,"2,2 m",Geist,"106,6 kg",100,45,45,65,135,135
Frosdedje,https://www.pokewiki.de/Frosdedje,478,4. Generation‍,Weiß,Froslass,1.000.000,100% ♀,"1,3 m",Eis Geist,"26,6 kg",80,110,70,80,70,70
Rotom,https://www.pokewiki.de/Rotom,479,4. Generation‍,Rot,Rotom,1.000.000,—,"0,3 m",Elektro Geist (Normalform)Elektro Feuer(Hitze-Form)Elektro Wasser(Wasch-Form)Elektro Eis(Frost-Form)Elektro Flug(Wirbel-Form)Elektro Pflanze(Schneid-Form),"0,3 kg",50,91,50,95,77,77
Selfe,https://www.pokewiki.de/Selfe,480,4. Generation‍,Gelb,Uxie,1.250.000,—,"0,3 m",Psycho,"0,3 kg",75,95,75,75,130,130
Vesprit,https://www.pokewiki.de/Vesprit,481,4. Generation‍,Rosa,Mesprit,1.250.000,—,"0,3 m",Psycho,"0,3 kg",105,80,80,105,105,105
Tobutz,https://www.pokewiki.de/Tobutz,482,4. Generation‍,Blau,Azelf,1.250.000,—,"0,3 m",Psycho,"0,3 kg",125,115,75,125,70,70
Dialga,https://www.pokewiki.de/Dialga,483,4. Generation‍,Weiß,Dialga,1.250.000,—,"5,4 m",Stahl Drache,"683,0 kg",120,90,100,150,100,120
Palkia,https://www.pokewiki.de/Palkia,484,4. Generation‍,Violett,Palkia,1.250.000,—,"4,2 m",Wasser Drache,"336,0 kg",120,100,90,150,120,100
Heatran,https://www.pokewiki.de/Heatran,485,4. Generation‍,Braun,Heatran,1.250.000,50% ♂ 50% ♀,"1,7 m",Feuer Stahl,"430,0 kg",90,77,91,130,106,106
Regigigas,https://www.pokewiki.de/Regigigas,486,4. Generation‍,Weiß,Regigigas,1.250.000,—,"3,7 m",Normal,"420,0 kg",160,100,110,80,110,110
Giratina,https://www.pokewiki.de/Giratina,487,4. Generation‍,Schwarz,Giratina,1.250.000,—,"4,5 m (Wandelform)6,9 m (Urform)",Geist Drache,"750,0 kg (Wandelform)650,0 kg (Urform)",100,90,150,100,120,120
Cresselia,https://www.pokewiki.de/Cresselia,488,4. Generation‍,Gelb,Cresselia,1.250.000,100% ♀,"1,5 m",Psycho,"85,6 kg",70,85,120,75,130,120
Phione,https://www.pokewiki.de/Phione,489,4. Generation‍,Blau,Phione,1.250.000,—,"0,4 m",Wasser,"3,1 kg",80,80,80,80,80,80
Manaphy,https://www.pokewiki.de/Manaphy,490,4. Generation‍,Blau,Manaphy,1.250.000,—,"0,3 m",Wasser,"1,4 kg",100,100,100,100,100,100
Darkrai,https://www.pokewiki.de/Darkrai,491,4. Generation‍,Schwarz,Darkrai,1.250.000,—,"1,5 m",Unlicht,"50,5 kg",90,125,70,135,90,90
Shaymin,https://www.pokewiki.de/Shaymin,492,4. Generation‍,Grün,Shaymin,1.059.860,—,"0,2 m (Landform)0,4 m (Zenitform)",Pflanze  (Landform)Pflanze Flug (Zenitform),"2,1 kg (Landform)5,2 kg (Zenitform)",100,100,100,100,100,100
Arceus,https://www.pokewiki.de/Arceus,493,4. Generation‍,Grau,Arceus,1.250.000,—,"3,2 m",Normal  (variabel) (variiert je nach getragener Tafel),"320,0 kg",120,120,120,120,120,120
