german,path,rn,generation,color,english,ep_to_100,gender,size,types,weight,attack,speed,hp,attack_special,defense_special,defense
Arbok,https://www.pokewiki.de/Arbok,24,1. Generation‍,Violett,Arbok,1.000.000,50% ♂ 50% ♀,"3,5 m",Gift,"65,0 kg",95,80,60,65,79,69
Pikachu,https://www.pokewiki.de/Pikachu,25,1. Generation‍,Gelb,Pikachu,1.000.000,50% ♂ 50% ♀,"0,4 m",Elektro,"6,0 kg",55,90,35,50,50,40
Raichu,https://www.pokewiki.de/Raichu,26,1. Generation‍,Gelb,Raichu,1.000.000,50% ♂ 50% ♀,"0,8 m 0,7 m (Alola)",Elektro   Elektro Psycho (Alola),"30,0 kg21,0 kg (Alola)",90,110,60,90,80,55
Sandan,https://www.pokewiki.de/Sandan,27,1. Generation‍,Gelb,Sandshrew,1.000.000,50% ♂ 50% ♀,"0,6 m0,7 m (Alola)",Boden   Eis Stahl (Alola),"12,0 kg40,0 kg (Alola)",75,40,50,20,30,85
Sandamer,https://www.pokewiki.de/Sandamer,28,1. Generation‍,Gelb,Sandslash,1.000.000,50% ♂ 50% ♀,"1,0 m1,2 m (Alola)",Boden   Eis Stahl (Alola),"29,5 kg55,0 kg (Alola)",100,65,75,45,55,110
Nidoran♀,https://www.pokewiki.de/Nidoran%E2%99%80,29,1. Generation‍,Blau,Nidoran♀,1.059.860,100% ♀,"0,4 m",Gift,"7,0 kg",47,41,55,40,40,52
Nidorina,https://www.pokewiki.de/Nidorina,30,1. Generation‍,Blau,Nidorina,1.059.860,100% ♀,"0,8 m",Gift,"20,0 kg",62,56,70,55,55,67
Nidoqueen,https://www.pokewiki.de/Nidoqueen,31,1. Generation‍,Blau,Nidoqueen,1.059.860,100% ♀,"1,3 m",Gift Boden,"60,0 kg",92,76,90,75,85,87
Nidoran♂,https://www.pokewiki.de/Nidoran%E2%99%82,32,1. Generation‍,Violett,Nidoran♂,1.059.860,100% ♂,"0,5 m",Gift,"9,0 kg",57,50,46,40,40,40
Nidorino,https://www.pokewiki.de/Nidorino,33,1. Generation‍,Violett,Nidorino,1.059.860,100% ♂,"0,9 m",Gift,"19,5 kg",72,65,61,55,55,57
Nidoking,https://www.pokewiki.de/Nidoking,34,1. Generation‍,Violett,Nidoking,1.059.860,100% ♂,"1,4 m",Gift Boden,"62,0 kg",102,85,81,85,75,77
Piepi,https://www.pokewiki.de/Piepi,35,1. Generation‍,Rosa,Clefairy,800.000,25% ♂ 75% ♀,"0,6 m",Fee,"7,5 kg",45,35,70,60,65,48
Pixi,https://www.pokewiki.de/Pixi,36,1. Generation‍,Rosa,Clefable,800.000,25% ♂ 75% ♀,"1,3 m",Fee,"40,0 kg",70,60,95,95,90,73
Vulpix,https://www.pokewiki.de/Vulpix,37,1. Generation‍,Braun,Vulpix,1.000.000,25% ♂ 75% ♀,"0,6 m",Feuer   Eis (Alola),"9,9 kg",41,65,38,50,65,40
Vulnona,https://www.pokewiki.de/Vulnona,38,1. Generation‍,Gelb,Ninetales,1.000.000,25% ♂ 75% ♀,"1,1 m",Feuer   Eis Fee (Alola),"19,9 kg",76,100,73,81,100,75
Pummeluff,https://www.pokewiki.de/Pummeluff,39,1. Generation‍,Rosa,Jigglypuff,800.000,25% ♂ 75% ♀,"0,5 m",Normal Fee,"5,5 kg",45,20,115,45,25,20
Knuddeluff,https://www.pokewiki.de/Knuddeluff,40,1. Generation‍,Rosa,Wigglytuff,800.000,25% ♂ 75% ♀,"1,0 m",Normal Fee,"12,0 kg",70,45,140,85,50,45
Zubat,https://www.pokewiki.de/Zubat,41,1. Generation‍,Violett,Zubat,1.000.000,50% ♂ 50% ♀,"0,8 m",Gift Flug,"7,5 kg",45,55,40,30,40,35
Golbat,https://www.pokewiki.de/Golbat,42,1. Generation‍,Violett,Golbat,1.000.000,50% ♂ 50% ♀,"1,6 m",Gift Flug,"55,0 kg",80,90,75,65,75,70
Myrapla,https://www.pokewiki.de/Myrapla,43,1. Generation‍,Blau,Oddish,1.059.860,50% ♂ 50% ♀,"0,5 m",Pflanze Gift,"5,4 kg",50,30,45,75,65,55
Duflor,https://www.pokewiki.de/Duflor,44,1. Generation‍,Blau,Gloom,1.059.860,50% ♂ 50% ♀,"0,8 m",Pflanze Gift,"8,6 kg",65,40,60,85,75,70
Giflor,https://www.pokewiki.de/Giflor,45,1. Generation‍,Rot,Vileplume,1.059.860,50% ♂ 50% ♀,"1,2 m",Pflanze Gift,"18,6 kg",80,50,75,110,90,85
Paras,https://www.pokewiki.de/Paras,46,1. Generation‍,Rot,Paras,1.000.000,50% ♂ 50% ♀,"0,3 m",Käfer Pflanze,"5,4 kg",70,25,35,45,55,55
Parasek,https://www.pokewiki.de/Parasek,47,1. Generation‍,Rot,Parasect,1.000.000,50% ♂ 50% ♀,"1,0 m",Käfer Pflanze,"29,5 kg",95,30,60,60,80,80
Bluzuk,https://www.pokewiki.de/Bluzuk,48,1. Generation‍,Violett,Venonat,1.000.000,50% ♂ 50% ♀,"1,0 m",Käfer Gift,"30,0 kg",55,45,60,40,55,50
Omot,https://www.pokewiki.de/Omot,49,1. Generation‍,Violett,Venomoth,1.000.000,50% ♂ 50% ♀,"1,5 m",Käfer Gift,"12,5 kg",65,90,70,90,75,60
Digda,https://www.pokewiki.de/Digda,50,1. Generation‍,Braun,Diglett,1.000.000,50% ♂ 50% ♀,"0,2 m",Boden   BodenStahl (Alola),"0,8 kg1,0 kg (Alola)",55,95,10,35,45,25
Digdri,https://www.pokewiki.de/Digdri,51,1. Generation‍,Braun,Dugtrio,1.000.000,50% ♂ 50% ♀,"0,7 m",Boden   Boden Stahl (Alola),"33,3 kg66,6 kg (Alola)",100,120,35,50,70,50
Mauzi,https://www.pokewiki.de/Mauzi,52,1. Generation‍,Gelb,Meowth,1.000.000,50% ♂ 50% ♀,"0,4 m",Normal   Unlicht (Alola),"4,2 kg",45,90,40,40,40,35
Snobilikat,https://www.pokewiki.de/Snobilikat,53,1. Generation‍,Gelb,Persian,1.000.000,50% ♂ 50% ♀,"1,0 m1,1 m (Alola)",Normal   Unlicht (Alola),"32,0 kg33,0 kg (Alola)",70,115,65,65,65,60
Enton,https://www.pokewiki.de/Enton,54,1. Generation‍,Gelb,Psyduck,1.000.000,50% ♂ 50% ♀,"0,8 m",Wasser,"19,6 kg",52,55,50,65,50,48
Entoron,https://www.pokewiki.de/Entoron,55,1. Generation‍,Blau,Golduck,1.000.000,50% ♂ 50% ♀,"1,7 m",Wasser,"76,6 kg",82,85,80,95,80,78
Menki,https://www.pokewiki.de/Menki,56,1. Generation‍,Braun,Mankey,1.000.000,50% ♂ 50% ♀,"0,5 m",Kampf,"28,0 kg",80,70,40,35,45,35
Rasaff,https://www.pokewiki.de/Rasaff,57,1. Generation‍,Braun,Primeape,1.000.000,50% ♂ 50% ♀,"1,0 m",Kampf,"32,0 kg",105,95,65,60,70,60
Fukano,https://www.pokewiki.de/Fukano,58,1. Generation‍,Braun,Growlithe,1.250.000,75% ♂ 25% ♀,"0,7 m",Feuer,"19,0 kg",70,60,55,70,50,45
Arkani,https://www.pokewiki.de/Arkani,59,1. Generation‍,Braun,Arcanine,1.250.000,75% ♂ 25% ♀,"1,9 m",Feuer,"155,0 kg",110,95,90,100,80,80
Quapsel,https://www.pokewiki.de/Quapsel,60,1. Generation‍,Blau,Poliwag,1.059.860,50% ♂ 50% ♀,"0,6 m",Wasser,"12,4 kg",50,90,40,40,40,40
Quaputzi,https://www.pokewiki.de/Quaputzi,61,1. Generation‍,Blau,Poliwhirl,1.059.860,50% ♂ 50% ♀,"1,0 m",Wasser,"20,0 kg",65,90,65,50,50,65
Quappo,https://www.pokewiki.de/Quappo,62,1. Generation‍,Blau,Poliwrath,1.059.860,50% ♂ 50% ♀,"1,3 m",Wasser Kampf,"54,0 kg",95,70,90,70,90,95
Abra,https://www.pokewiki.de/Abra,63,1. Generation‍,Braun,Abra,1.059.860,75% ♂ 25% ♀,"0,9 m",Psycho,"19,5 kg",20,90,25,105,55,15
Kadabra,https://www.pokewiki.de/Kadabra,64,1. Generation‍,Braun,Kadabra,1.059.860,75% ♂ 25% ♀,"1,3 m",Psycho,"56,5 kg",35,105,40,120,70,30
Simsala,https://www.pokewiki.de/Simsala,65,1. Generation‍,Braun,Alakazam,1.059.860,75% ♂ 25% ♀,"1,5 m 1,2 m (Mega)",Psycho,"48,0 kg",50,120,55,135,95,45
Machollo,https://www.pokewiki.de/Machollo,66,1. Generation‍,Grau,Machop,1.059.860,75% ♂ 25% ♀,"0,8 m",Kampf,"19,5 kg",80,35,70,35,35,50
Maschock,https://www.pokewiki.de/Maschock,67,1. Generation‍,Grau,Machoke,1.059.860,75% ♂ 25% ♀,"1,5 m",Kampf,"70,5 kg",100,45,80,50,60,70
Machomei,https://www.pokewiki.de/Machomei,68,1. Generation‍,Grau,Machamp,1.059.860,75% ♂ 25% ♀,"1,6 m",Kampf,"130,0 kg",130,55,90,65,85,80
Knofensa,https://www.pokewiki.de/Knofensa,69,1. Generation‍,Grün,Bellsprout,1.059.860,50% ♂ 50% ♀,"0,7 m",Pflanze Gift,"4,0 kg",75,40,50,70,30,35
Ultrigaria,https://www.pokewiki.de/Ultrigaria,70,1. Generation‍,Grün,Weepinbell,1.059.860,50% ♂ 50% ♀,"1,0 m",Pflanze Gift,"6,4 kg",90,55,65,85,45,50
Sarzenia,https://www.pokewiki.de/Sarzenia,71,1. Generation‍,Grün,Victreebel,1.059.860,50% ♂ 50% ♀,"1,7 m",Pflanze Gift,"15,5 kg",105,70,80,100,70,65
Tentacha,https://www.pokewiki.de/Tentacha,72,1. Generation‍,Blau,Tentacool,1.250.000,50% ♂ 50% ♀,"0,9 m",Wasser Gift,"45,5 kg",40,70,40,50,100,35
Tentoxa,https://www.pokewiki.de/Tentoxa,73,1. Generation‍,Blau,Tentacruel,1.250.000,50% ♂ 50% ♀,"1,6 m",Wasser Gift,"55,0 kg",70,100,80,80,120,65
Kleinstein,https://www.pokewiki.de/Kleinstein,74,1. Generation‍,Braun,Geodude,1.059.860,50% ♂ 50% ♀,"0,4 m",Gestein Boden  GesteinElektro (Alola),"20,0 kg20,3 kg (Alola)",80,20,40,30,30,100
Georok,https://www.pokewiki.de/Georok,75,1. Generation‍,Braun,Graveler,1.059.860,50% ♂ 50% ♀,"1,0 m",Gestein Boden  GesteinElektro (Alola),"105,0 kg110,0 kg (Alola)",95,35,55,45,45,115
Geowaz,https://www.pokewiki.de/Geowaz,76,1. Generation‍,Braun,Golem,1.059.860,50% ♂ 50% ♀,"1,4 m1,7 m (Alola)",Gestein Boden  GesteinElektro (Alola),"300,0 kg316,0 kg (Alola)",120,45,80,55,65,130
Ponita,https://www.pokewiki.de/Ponita,77,1. Generation‍,Gelb,Ponyta,1.000.000,50% ♂ 50% ♀,"1,0 m",Feuer,"30,0 kg",85,90,50,65,65,55
Gallopa,https://www.pokewiki.de/Gallopa,78,1. Generation‍,Gelb,Rapidash,1.000.000,50% ♂ 50% ♀,"1,7 m",Feuer,"95,0 kg",100,105,65,80,80,70
Flegmon,https://www.pokewiki.de/Flegmon,79,1. Generation‍,Rosa,Slowpoke,1.000.000,50% ♂ 50% ♀,"1,2 m",Wasser Psycho,"36,0 kg",65,15,90,40,40,65
Lahmus,https://www.pokewiki.de/Lahmus,80,1. Generation‍,Rosa,Slowbro,1.000.000,50% ♂ 50% ♀,"1,6 m 2,0 m (Mega)",Wasser Psycho,"78,5 kg 120,0 kg (Mega)",75,30,95,100,80,110
Magnetilo,https://www.pokewiki.de/Magnetilo,81,1. Generation‍,Grau,Magnemite,1.000.000,—,"0,3 m",Elektro Stahl,"6,0 kg",35,45,25,95,55,70
Magneton,https://www.pokewiki.de/Magneton,82,1. Generation‍,Grau,Magneton,1.000.000,—,"1,0 m",Elektro Stahl,"60,0 kg",60,70,50,120,70,95
Porenta,https://www.pokewiki.de/Porenta,83,1. Generation‍,Braun,Farfetch’d,1.000.000,50% ♂ 50% ♀,"0,8 m",Normal Flug,"15,0 kg",90,60,52,58,62,55
Dodu,https://www.pokewiki.de/Dodu,84,1. Generation‍,Braun,Doduo,1.000.000,50% ♂ 50% ♀,"1,4 m",Normal Flug,"39,2 kg",85,75,35,35,35,45
Dodri,https://www.pokewiki.de/Dodri,85,1. Generation‍,Braun,Dodrio,1.000.000,50% ♂ 50% ♀,"1,8 m",Normal Flug,"85,2 kg",110,110,60,60,60,70
Jurob,https://www.pokewiki.de/Jurob,86,1. Generation‍,Weiß,Seel,1.000.000,50% ♂ 50% ♀,"1,1 m",Wasser,"90,0 kg",45,45,65,45,70,55
Jugong,https://www.pokewiki.de/Jugong,87,1. Generation‍,Weiß,Dewgong,1.000.000,50% ♂ 50% ♀,"1,7 m",Wasser Eis,"120,0 kg",70,70,90,70,95,80
Sleima,https://www.pokewiki.de/Sleima,88,1. Generation‍,Violett,Grimer,1.000.000,50% ♂ 50% ♀,"0,9 m0,7 m (Alola)",Gift   Gift Unlicht (Alola),"30,0 kg42,0 kg (Alola)",80,25,80,40,50,50
Sleimok,https://www.pokewiki.de/Sleimok,89,1. Generation‍,Violett,Muk,1.000.000,50% ♂ 50% ♀,"1,2 m1,0 m (Alola)",Gift   Gift Unlicht (Alola),"30,0 kg52,0 kg (Alola)",105,50,105,65,100,75
Muschas,https://www.pokewiki.de/Muschas,90,1. Generation‍,Violett,Shellder,1.250.000,50% ♂ 50% ♀,"0,3 m",Wasser,"4,0 kg",65,40,30,45,25,100
Austos,https://www.pokewiki.de/Austos,91,1. Generation‍,Violett,Cloyster,1.250.000,50% ♂ 50% ♀,"1,5 m",Wasser Eis,"132,5 kg",95,70,50,85,45,180
Nebulak,https://www.pokewiki.de/Nebulak,92,1. Generation‍,Violett,Gastly,1.059.860,50% ♂ 50% ♀,"1,3 m",Geist Gift,"0,1 kg",35,80,30,100,35,30
Alpollo,https://www.pokewiki.de/Alpollo,93,1. Generation‍,Violett,Haunter,1.059.860,50% ♂ 50% ♀,"1,6 m",Geist Gift,"0,1 kg",50,95,45,115,55,45
Gengar,https://www.pokewiki.de/Gengar,94,1. Generation‍,Violett,Gengar,1.059.860,50% ♂ 50% ♀,"1,5 m 1,4 m (Mega)",Geist Gift,"40,5 kg",65,110,60,130,75,60
Onix,https://www.pokewiki.de/Onix,95,1. Generation‍,Grau,Onix,1.000.000,50% ♂ 50% ♀,"8,8 m",Gestein Boden,"210,0 kg",45,70,35,30,45,160
Traumato,https://www.pokewiki.de/Traumato,96,1. Generation‍,Gelb,Drowzee,1.000.000,50% ♂ 50% ♀,"1,0 m",Psycho,"32,4 kg",48,42,60,43,90,45
Hypno,https://www.pokewiki.de/Hypno,97,1. Generation‍,Gelb,Hypno,1.000.000,50% ♂ 50% ♀,"1,6 m",Psycho,"75,6 kg",73,67,85,73,115,70
Krabby,https://www.pokewiki.de/Krabby,98,1. Generation‍,Rot,Krabby,1.000.000,50% ♂ 50% ♀,"0,4 m",Wasser,"6,5 kg",105,50,30,25,25,90
Kingler,https://www.pokewiki.de/Kingler,99,1. Generation‍,Rot,Kingler,1.000.000,50% ♂ 50% ♀,"1,3 m",Wasser,"60,0 kg",130,75,55,50,50,115
Voltobal,https://www.pokewiki.de/Voltobal,100,1. Generation‍,Rot,Voltorb,1.000.000,—,"0,5 m",Elektro,"10,4 kg",30,100,40,55,55,50
Lektrobal,https://www.pokewiki.de/Lektrobal,101,1. Generation‍,Rot,Electrode,1.000.000,—,"1,2 m",Elektro,"66,6 kg",50,150,60,80,80,70
Owei,https://www.pokewiki.de/Owei,102,1. Generation‍,Rosa,Exeggcute,1.250.000,50% ♂ 50% ♀,"0,4 m",Pflanze Psycho,"2,5 kg",40,40,60,60,45,80
Kokowei,https://www.pokewiki.de/Kokowei,103,1. Generation‍,Gelb,Exeggutor,1.250.000,50% ♂ 50% ♀,"2,0 m10,9 m (Alola)",Pflanze Psycho  Pflanze Drache (Alola),"120,0 kg415,6 kg (Alola)",95,55,95,125,75,85
Tragosso,https://www.pokewiki.de/Tragosso,104,1. Generation‍,Braun,Cubone,1.000.000,50% ♂ 50% ♀,"0,4 m",Boden,"6,5 kg",50,35,50,40,50,95
Knogga,https://www.pokewiki.de/Knogga,105,1. Generation‍,Braun,Marowak,1.000.000,50% ♂ 50% ♀,"1,0 m",Boden   Feuer Geist (Alola),"45,0 kg34,0 kg (Alola)",80,45,60,50,80,110
Kicklee,https://www.pokewiki.de/Kicklee,106,1. Generation‍,Braun,Hitmonlee,1.000.000,100% ♂,"1,5 m",Kampf,"49,8 kg",120,87,50,35,110,53
Nockchan,https://www.pokewiki.de/Nockchan,107,1. Generation‍,Braun,Hitmonchan,1.000.000,100% ♂,"1,4 m",Kampf,"50,2 kg",105,76,50,35,110,79
Schlurp,https://www.pokewiki.de/Schlurp,108,1. Generation‍,Rosa,Lickitung,1.000.000,50% ♂ 50% ♀,"1,2 m",Normal,"65,5 kg",55,30,90,60,75,75
Smogon,https://www.pokewiki.de/Smogon,109,1. Generation‍,Violett,Koffing,1.000.000,50% ♂ 50% ♀,"0,6 m",Gift,"1,0 kg",65,35,40,60,45,95
Smogmog,https://www.pokewiki.de/Smogmog,110,1. Generation‍,Violett,Weezing,1.000.000,50% ♂ 50% ♀,"1,2 m",Gift,"9,5 kg",90,60,65,85,70,120
Rihorn,https://www.pokewiki.de/Rihorn,111,1. Generation‍,Grau,Rhyhorn,1.250.000,50% ♂ 50% ♀,"1,0 m",Boden Gestein,"115,0 kg",85,25,80,30,30,95
Rizeros,https://www.pokewiki.de/Rizeros,112,1. Generation‍,Grau,Rhydon,1.250.000,50% ♂ 50% ♀,"1,9 m",Boden Gestein,"120,0 kg",130,40,105,45,45,120
Chaneira,https://www.pokewiki.de/Chaneira,113,1. Generation‍,Rosa,Chansey,800.000,100% ♀,"1,1 m",Normal,"34,6 kg",5,50,250,35,105,5
Tangela,https://www.pokewiki.de/Tangela,114,1. Generation‍,Blau,Tangela,1.000.000,50% ♂ 50% ♀,"1,0 m",Pflanze,"35,0 kg",55,60,65,100,40,115
Kangama,https://www.pokewiki.de/Kangama,115,1. Generation‍,Braun,Kangaskhan,1.000.000,100% ♀,"2,2 m",Normal,"80,0 kg 100,0 kg (Mega)",95,90,105,40,80,80
Seeper,https://www.pokewiki.de/Seeper,116,1. Generation‍,Blau,Horsea,1.000.000,50% ♂ 50% ♀,"0,4 m",Wasser,"8,0 kg",40,60,30,70,25,70
Seemon,https://www.pokewiki.de/Seemon,117,1. Generation‍,Blau,Seadra,1.000.000,50% ♂ 50% ♀,"1,2 m",Wasser,"25,0 kg",65,85,55,95,45,95
Goldini,https://www.pokewiki.de/Goldini,118,1. Generation‍,Rot,Goldeen,1.000.000,50% ♂ 50% ♀,"0,6 m",Wasser,"15,0 kg",67,63,45,35,50,60
Golking,https://www.pokewiki.de/Golking,119,1. Generation‍,Rot,Seaking,1.000.000,50% ♂ 50% ♀,"1,3 m",Wasser,"39,0 kg",92,68,80,65,80,65
Sterndu,https://www.pokewiki.de/Sterndu,120,1. Generation‍,Braun,Staryu,1.250.000,—,"0,8 m",Wasser,"34,5 kg",45,85,30,70,55,55
Starmie,https://www.pokewiki.de/Starmie,121,1. Generation‍,Violett,Starmie,1.250.000,—,"1,1 m",Wasser Psycho,"80,0 kg",75,115,60,100,85,85
Pantimos,https://www.pokewiki.de/Pantimos,122,1. Generation‍,Rosa,Mr. Mime,1.000.000,50% ♂ 50% ♀,"1,3 m",Psycho Fee,"54,5 kg",45,90,40,100,120,65
Sichlor,https://www.pokewiki.de/Sichlor,123,1. Generation‍,Grün,Scyther,1.000.000,50% ♂ 50% ♀,"1,5 m",Käfer Flug,"56,0 kg",110,105,70,55,80,80
Rossana,https://www.pokewiki.de/Rossana,124,1. Generation‍,Rot,Jynx,1.000.000,100% ♀,"1,4 m",Eis Psycho,"40,6 kg",50,95,65,115,95,35
Elektek,https://www.pokewiki.de/Elektek,125,1. Generation‍,Gelb,Electabuzz,1.000.000,75% ♂ 25% ♀,"1,1 m",Elektro,"30,0 kg",83,105,65,95,85,57
Magmar,https://www.pokewiki.de/Magmar,126,1. Generation‍,Rot,Magmar,1.000.000,75% ♂ 25% ♀,"1,3 m",Feuer,"44,5 kg",95,93,65,100,85,57
Pinsir,https://www.pokewiki.de/Pinsir,127,1. Generation‍,Braun,Pinsir,1.250.000,50% ♂ 50% ♀,"1,5 m 1,7 m (Mega)",Käfer   Käfer Flug (Mega),"55,0 kg 59,0 kg (Mega)",125,85,65,55,70,100
Tauros,https://www.pokewiki.de/Tauros,128,1. Generation‍,Braun,Tauros,1.250.000,100% ♂,"1,4 m",Normal,"88,4 kg",100,110,75,40,70,95
Karpador,https://www.pokewiki.de/Karpador,129,1. Generation‍,Rot,Magikarp,1.250.000,50% ♂ 50% ♀,"0,9 m",Wasser,"10,0 kg",10,80,20,15,20,55
Garados,https://www.pokewiki.de/Garados,130,1. Generation‍,Blau,Gyarados,1.250.000,50% ♂ 50% ♀,"6,5 m",Wasser Flug  Wasser Unlicht (Mega),"235,0 kg 305,0 kg (Mega)",125,81,95,60,100,79
Lapras,https://www.pokewiki.de/Lapras,131,1. Generation‍,Blau,Lapras,1.250.000,50% ♂ 50% ♀,"2,5 m",Wasser Eis,"220,0 kg",85,60,130,85,95,80
Ditto,https://www.pokewiki.de/Ditto,132,1. Generation‍,Violett,Ditto,1.000.000,—,"0,3 m",Normal,"4,0 kg",48,48,48,48,48,48
Evoli,https://www.pokewiki.de/Evoli,133,1. Generation‍,Braun,Eevee,1.000.000,"87,5% ♂ 12,5% ♀","0,3 m",Normal,"6,5 kg",55,55,55,45,65,50
Aquana,https://www.pokewiki.de/Aquana,134,1. Generation‍,Blau,Vaporeon,1.000.000,"87,5% ♂ 12,5% ♀","1,0 m",Wasser,"29,0 kg",65,65,130,110,95,60
Blitza,https://www.pokewiki.de/Blitza,135,1. Generation‍,Gelb,Jolteon,1.000.000,"87,5% ♂ 12,5% ♀","0,8 m",Elektro,"24,5 kg",65,130,65,110,95,60
Flamara,https://www.pokewiki.de/Flamara,136,1. Generation‍,Rot,Flareon,1.000.000,"87,5% ♂ 12,5% ♀","0,9 m",Feuer,"25,0 kg",130,65,65,95,110,60
Porygon,https://www.pokewiki.de/Porygon,137,1. Generation‍,Rosa,Porygon,1.000.000,—,"0,8 m",Normal,"36,5 kg",60,40,65,85,75,70
Amonitas,https://www.pokewiki.de/Amonitas,138,1. Generation‍,Blau,Omanyte,1.000.000,"87,5% ♂ 12,5% ♀","0,4 m",Gestein Wasser,"7,5 kg",40,35,35,90,55,100
Amoroso,https://www.pokewiki.de/Amoroso,139,1. Generation‍,Blau,Omastar,1.000.000,"87,5% ♂ 12,5% ♀","1,0 m",Gestein Wasser,"35,0 kg",60,55,70,115,70,125
