german,path,rn,generation,color,english,ep_to_100,gender,size,types,weight,attack,speed,hp,attack_special,defense_special,defense
Frubberl,https://www.pokewiki.de/Frubberl,761,7. Generation,Violett,Bounsweet,1.059.860,100% ♀,"0,3 m",Pflanze,"3,2 kg",30,32,42,30,38,38
Frubaila,https://www.pokewiki.de/Frubaila,762,7. Generation,Violett,Steenee,1.059.860,100% ♀,"0,7 m",Pflanze,"8,2 kg",40,62,52,40,48,48
Fruyal,https://www.pokewiki.de/Fruyal,763,7. Generation,Violett,Tsareena,1.059.860,100% ♀,"1,2 m",Pflanze,"21,4 kg",120,72,72,50,98,98
Curelei,https://www.pokewiki.de/Curelei,764,7. Generation,Grün,Comfey,800.000,25% ♂ 75% ♀,"0,1 m",Fee,"0,3 kg",52,100,51,82,110,90
Kommandutan,https://www.pokewiki.de/Kommandutan,765,7. Generation,Weiß,Oranguru,1.250.000,50% ♂ 50% ♀,"1,5 m",Normal Psycho,"76,0 kg",60,60,90,90,110,80
Quartermak,https://www.pokewiki.de/Quartermak,766,7. Generation,Weiß,Passimian,1.250.000,50% ♂ 50% ♀,"2,0 m",Kampf,"82,8 kg",120,80,100,40,60,90
Reißlaus,https://www.pokewiki.de/Rei%C3%9Flaus,767,7. Generation,Grau,Wimpod,1.000.000,50% ♂ 50% ♀,"0,5 m",Käfer Wasser,"12,0 kg",35,80,25,20,30,40
Tectass,https://www.pokewiki.de/Tectass,768,7. Generation,Grau,Golisopod,1.000.000,50% ♂ 50% ♀,"2,0 m",Käfer Wasser,"108,0 kg",125,40,75,60,90,140
Sankabuh,https://www.pokewiki.de/Sankabuh,769,7. Generation,Braun,Sandygast,1.000.000,50% ♂ 50% ♀,"0,5 m",Geist Boden,"70,0 kg",55,15,55,70,45,80
Colossand,https://www.pokewiki.de/Colossand,770,7. Generation,Braun,Palossand,1.000.000,50% ♂ 50% ♀,"1,3 m",Geist Boden,"250,0 kg",75,35,85,100,75,110
Gufa,https://www.pokewiki.de/Gufa,771,7. Generation,Schwarz,Pyukumuku,800.000,50% ♂ 50% ♀,"0,3 m",Wasser,"1,2 kg",60,5,55,30,130,130
Typ:Null,https://www.pokewiki.de/Typ%3ANull,772,7. Generation,Grau,Type: Null,1.250.000,—,"1,9 m",Normal,"120,5 kg",95,59,95,95,95,95
Amigento,https://www.pokewiki.de/Amigento,773,7. Generation,Grau,Silvally,1.250.000,—,"2,3 m",Normal  (variabel) (variiert je nach Typ des getragenen Items),"100,5 kg",95,95,95,95,95,95
Meteno,https://www.pokewiki.de/Meteno,774,7. Generation,Braun,Minior,1.059.860,—,"0,3 m",Gestein Flug,"40,0 kg (Meteorform)0,3 kg (Farbige Kerne)",60,60,60,60,100,100
Koalelu,https://www.pokewiki.de/Koalelu,775,7. Generation,Blau,Komala,1.250.000,50% ♂ 50% ♀,"0,4 m",Normal,"19,9 kg",115,65,65,75,95,65
Tortunator,https://www.pokewiki.de/Tortunator,776,7. Generation,Rot,Turtonator,1.000.000,50% ♂ 50% ♀,"2,0 m",Feuer Drache,"212,0 kg",78,36,60,91,85,135
Togedemaru,https://www.pokewiki.de/Togedemaru,777,7. Generation,Grau,Togedemaru,1.000.000,50% ♂ 50% ♀,"0,3 m",Elektro Stahl,"3,3 kg",98,96,65,40,73,63
Mimigma,https://www.pokewiki.de/Mimigma,778,7. Generation,Gelb,Mimikyu,1.000.000,50% ♂ 50% ♀,"0,2 m",Geist Fee,"0,7 kg",90,96,55,50,105,80
Knirfish,https://www.pokewiki.de/Knirfish,779,7. Generation,Rosa,Bruxish,1.000.000,50% ♂ 50% ♀,"0,9 m",Wasser Psycho,"19,0 kg",105,92,68,70,70,70
Sen-Long,https://www.pokewiki.de/Sen-Long,780,7. Generation,Weiß,Drampa,1.000.000,50% ♂ 50% ♀,"3,0 m",Normal Drache,"185,0 kg",60,36,78,135,91,85
Moruda,https://www.pokewiki.de/Moruda,781,7. Generation,Grün,Dhelmise,1.000.000,—,"3,9 m",Geist Pflanze,"210,0 kg",131,40,70,86,90,100
Miniras,https://www.pokewiki.de/Miniras,782,7. Generation,Grau,Jangmo-o,1.250.000,50% ♂ 50% ♀,"0,6 m",Drache,"29,7 kg",55,45,45,45,45,65
Mediras,https://www.pokewiki.de/Mediras,783,7. Generation,Grau,Hakamo-o,1.250.000,50% ♂ 50% ♀,"1,2 m",Drache Kampf,"47,0 kg",75,65,55,65,70,90
Grandiras,https://www.pokewiki.de/Grandiras,784,7. Generation,Grau,Kommo-o,1.250.000,50% ♂ 50% ♀,"1,6 m",Drache Kampf,"78,2 kg",110,85,75,100,105,125
Kapu-Riki,https://www.pokewiki.de/Kapu-Riki,785,7. Generation,Gelb,Tapu Koko,1.250.000,—,"1,8 m",Elektro Fee,"20,5 kg",115,130,70,95,75,85
Kapu-Fala,https://www.pokewiki.de/Kapu-Fala,786,7. Generation,Rosa,Tapu Lele,1.250.000,—,"1,2 m",Psycho Fee,"18,6 kg",85,95,70,130,115,75
Kapu-Toro,https://www.pokewiki.de/Kapu-Toro,787,7. Generation,Rot,Tapu Bulu,1.250.000,—,"1,9 m",Pflanze Fee,"45,5 kg",130,75,70,85,95,115
Kapu-Kime,https://www.pokewiki.de/Kapu-Kime,788,7. Generation,Violett,Tapu Fini,1.250.000,—,"1,3 m",Wasser Fee,"21,2 kg",75,85,70,95,130,115
Cosmog,https://www.pokewiki.de/Cosmog,789,7. Generation,Blau,Cosmog,1.250.000,—,"0,2 m",Psycho,"0,1 kg",29,37,43,29,31,31
Cosmovum,https://www.pokewiki.de/Cosmovum,790,7. Generation,Blau,Cosmoem,1.250.000,—,"0,1 m",Psycho,"999,9 kg",29,37,43,29,131,131
Solgaleo,https://www.pokewiki.de/Solgaleo,791,7. Generation,Weiß,Solgaleo,1.250.000,—,"3,4 m",Psycho Stahl,"230,0 kg",137,97,137,113,89,107
Lunala,https://www.pokewiki.de/Lunala,792,7. Generation,Violett,Lunala,1.250.000,—,"4,0 m",Psycho Geist,"120,0 kg",113,97,137,137,107,89
Anego,https://www.pokewiki.de/Anego,793,7. Generation,Weiß,Nihilego,1.250.000,—,"1,2 m",Gestein Gift,"55,5 kg",53,103,109,127,131,47
Masskito,https://www.pokewiki.de/Masskito,794,7. Generation,Rot,Buzzwole,1.250.000,—,"2,4 m",Käfer Kampf,"333,6 kg",139,79,107,53,53,139
Schabelle,https://www.pokewiki.de/Schabelle,795,7. Generation,Weiß,Pheromosa,1.250.000,—,"1,8 m",Käfer Kampf,"25,0 kg",137,151,71,137,37,37
Voltriant,https://www.pokewiki.de/Voltriant,796,7. Generation,Schwarz,Xurkitree,1.250.000,—,"3,8 m",Elektro,"100,0 kg",89,83,83,173,71,71
Kaguron,https://www.pokewiki.de/Kaguron,797,7. Generation,Grün,Celesteela,1.250.000,—,"9,2 m",Stahl Flug,"999,9 kg",101,61,97,107,101,103
Katagami,https://www.pokewiki.de/Katagami,798,7. Generation,Weiß,Kartana,1.250.000,—,"0,3 m",Pflanze Stahl,"0,1 kg",181,109,59,59,31,131
Schlingking,https://www.pokewiki.de/Schlingking,799,7. Generation,Schwarz,Guzzlord,1.250.000,—,"5,5 m",Unlicht Drache,"888,0 kg",101,43,223,97,53,53
Necrozma,https://www.pokewiki.de/Necrozma,800,7. Generation,Schwarz,Necrozma,1.250.000,—,"2,4 m3,8 m (Abendmähne)4,0 m (Morgenschwingen)",Psycho   Psycho Stahl (Abendmähne) Psycho Geist (Morgenschwingen),"230,0 kg460,0 kg (Abendmähne)350,0 kg (Morgenschwingen)",107,79,97,127,89,101
Magearna,https://www.pokewiki.de/Magearna,801,7. Generation,Grau,Magearna,1.250.000,—,"1,0 m",Stahl Fee,"80,5 kg",95,65,80,130,115,115
Marshadow,https://www.pokewiki.de/Marshadow,802,7. Generation,Grau,Marshadow,1.250.000,—,"0,7 m",Kampf Geist,"22,2 kg",125,125,90,90,90,80
